Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 01/21  15:00:00,103544921.89801504,103544921.89801504 
 01/21  16:00:00,103328542.98557271,103328542.9855727 
 01/21  17:00:00,103528480.67459156,103528480.67459154 
 01/21  18:00:00,106473387.04904208,106473387.04904208 
 01/21  19:00:00,74637639.57987787,74637639.57987787 
 01/21  20:00:00,57110793.79607374,57110793.79607375 
 01/21  21:00:00,56920794.74955592,56920794.74955593 
 01/21  22:00:00,56920794.74955592,56920794.74955593 
 01/21  23:00:00,56920794.74955592,56920794.74955593 
 01/21  24:00:00,56920794.74955592,56920794.74955593 
 01/22  01:00:00,54157290.74955592,54157290.74955592 
 01/22  02:00:00,54157290.74955592,54157290.74955592 
 01/22  03:00:00,54157290.74955592,54157290.74955592 
 01/22  04:00:00,54157290.74955592,54157290.74955592 
 01/22  05:00:00,54157290.74955592,54157290.74955592 
 01/22  06:00:00,54157290.74955592,54157290.74955592 
 01/22  07:00:00,74447615.50655627,74447615.50655627 
 01/22  08:00:00,53814051.05400209,53814051.05400209 
 01/22  09:00:00,53105012.69738061,53105012.69738061 
 01/22  10:00:00,53100571.45300382,53100571.45300382 
 01/22  11:00:00,53100571.45300382,53100571.45300382 
 01/22  12:00:00,58719176.952511214,58719176.952511214 
 01/22  13:00:00,81665886.88293494,81665886.88293494 
 01/22  14:00:00,80287343.82893917,80287343.82893917 
 01/22  15:00:00,72227646.17746016,72227646.17746016 
 01/22  16:00:00,59349808.889336005,59349808.889336005 
 01/22  17:00:00,53398084.928817555,53398084.928817555 
 01/22  18:00:00,74637617.13390817,74637617.13390817 
 01/22  19:00:00,65597289.79607374,65597289.79607374 
 01/22  20:00:00,56920794.74955592,56920794.74955593 
 01/22  21:00:00,56920794.74955592,56920794.74955593 
 01/22  22:00:00,56920794.74955592,56920794.74955593 
 01/22  23:00:00,56920794.74955592,56920794.74955593 
 01/22  24:00:00,56920794.74955592,56920794.74955593 
 01/23  01:00:00,65407915.1537362,65407915.1537362 
 01/23  02:00:00,65407915.1537362,65407915.1537362 
 01/23  03:00:00,65407915.1537362,65407915.1537362 
 01/23  04:00:00,65407915.1537362,65407915.1537362 
 01/23  05:00:00,65407915.1537362,65407915.1537362 
 01/23  06:00:00,65407915.1537362,65407915.1537362 
 01/23  07:00:00,131584113.48441646,131584113.48441646 
 01/23  08:00:00,248160510.78149238,248160510.7814924 
 01/23  09:00:00,265698538.4712053,265698538.47120532 
 01/23  10:00:00,237508021.4118393,237508021.4118393 
 01/23  11:00:00,243983522.3271639,243983522.32716393 
 01/23  12:00:00,262763206.7096046,262763206.70960462 
 01/23  13:00:00,263854277.87489626,263854277.8748963 
 01/23  14:00:00,277550864.85757715,277550864.8575772 
 01/23  15:00:00,268408199.44883266,268408199.4488327 
 01/23  16:00:00,265383480.51836103,265383480.51836103 
 01/23  17:00:00,273016108.665585,273016108.66558504 
 01/23  18:00:00,221004856.73045838,221004856.73045838 
 01/23  19:00:00,143346052.4637313,143346052.4637313 
 01/23  20:00:00,132232613.03368407,132232613.03368406 
 01/23  21:00:00,123729911.11411352,123729911.11411354 
 01/23  22:00:00,122148154.0415233,122148154.0415233 
 01/23  23:00:00,85134722.37354441,85134722.37354442 
 01/23  24:00:00,80131530.28038286,80131530.28038286 
 01/24  01:00:00,65597949.44438682,65597949.44438682 
 01/24  02:00:00,65407915.1537362,65407915.1537362 
 01/24  03:00:00,65407915.1537362,65407915.1537362 
 01/24  04:00:00,65407915.1537362,65407915.1537362 
 01/24  05:00:00,65407915.1537362,65407915.1537362 
 01/24  06:00:00,65407915.1537362,65407915.1537362 
 01/24  07:00:00,114481288.15421602,114481288.15421605 
 01/24  08:00:00,224464904.18207526,224464904.1820753 
 01/24  09:00:00,265062768.71151736,265062768.71151745 
 01/24  10:00:00,238422516.1458427,238422516.14584273 
 01/24  11:00:00,245454972.54096594,245454972.54096594 
 01/24  12:00:00,263278355.7777531,263278355.77775317 
 01/24  13:00:00,263044605.33971107,263044605.33971107 
 01/24  14:00:00,274845499.55973697,274845499.55973697 
 01/24  15:00:00,266460971.26579982,266460971.26579982 
 01/24  16:00:00,264684096.42001548,264684096.42001548 
 01/24  17:00:00,273405913.7184114,273405913.71841145 
 01/24  18:00:00,221702903.037213,221702903.03721303 
 01/24  19:00:00,141859764.0243457,141859764.02434567 
 01/24  20:00:00,128297657.55156343,128297657.55156341 
 01/24  21:00:00,118795178.50255585,118795178.50255585 
 01/24  22:00:00,120606677.76229805,120606677.76229805 
 01/24  23:00:00,85134722.37354441,85134722.37354442 
 01/24  24:00:00,80131530.28038286,80131530.28038286 
 01/25  01:00:00,65597949.44438682,65597949.44438682 
 01/25  02:00:00,65407915.1537362,65407915.1537362 
 01/25  03:00:00,65407915.1537362,65407915.1537362 
 01/25  04:00:00,65407915.1537362,65407915.1537362 
 01/25  05:00:00,65407915.1537362,65407915.1537362 
 01/25  06:00:00,65407915.1537362,65407915.1537362 
 01/25  07:00:00,111285379.20718832,111285379.20718832 
 01/25  08:00:00,215884091.20653036,215884091.2065304 
 01/25  09:00:00,262676551.93881324,262676551.93881327 
 01/25  10:00:00,237994535.98861504,237994535.98861504 
 01/25  11:00:00,244026856.52812576,244026856.52812576 
 01/25  12:00:00,259802916.7460072,259802916.7460072 
 01/25  13:00:00,260557562.55945918,260557562.55945918 
 01/25  14:00:00,276749685.68205285,276749685.68205285 
 01/25  15:00:00,270283349.46484923,270283349.46484923 
 01/25  16:00:00,265033575.83308262,265033575.83308265 
 01/25  17:00:00,269552038.34978366,269552038.3497837 
 01/25  18:00:00,223356622.51769066,223356622.5176907 
 01/25  19:00:00,135828095.79583564,135828095.79583564 
 01/25  20:00:00,124261340.32736716,124261340.32736713 
 01/25  21:00:00,115783335.28223456,115783335.28223456 
 01/25  22:00:00,118273325.5813509,118273325.58135091 
 01/25  23:00:00,85134722.37354441,85134722.37354442 
 01/25  24:00:00,80131530.28038286,80131530.28038286 
 01/26  01:00:00,65597949.44438682,65597949.44438682 
 01/26  02:00:00,65407915.1537362,65407915.1537362 
 01/26  03:00:00,65407915.1537362,65407915.1537362 
 01/26  04:00:00,65407915.1537362,65407915.1537362 
 01/26  05:00:00,65407915.1537362,65407915.1537362 
 01/26  06:00:00,65407915.1537362,65407915.1537362 
 01/26  07:00:00,113276390.64995079,113276390.64995077 
 01/26  08:00:00,217398392.86102253,217398392.86102253 
 01/26  09:00:00,261791466.0946914,261791466.09469146 
 01/26  10:00:00,237663531.9559916,237663531.95599163 
 01/26  11:00:00,245124133.06886524,245124133.0688653 
 01/26  12:00:00,262394845.57975388,262394845.57975388 
 01/26  13:00:00,265632726.38992235,265632726.38992235 
 01/26  14:00:00,281130650.6234334,281130650.6234334 
 01/26  15:00:00,273289705.1846033,273289705.1846033 
 01/26  16:00:00,267735535.99346453,267735535.99346456 
 01/26  17:00:00,272057695.29886407,272057695.2988641 
 01/26  18:00:00,218764397.8715385,218764397.87153855 
 01/26  19:00:00,142647138.08853483,142647138.08853483 
 01/26  20:00:00,132000198.10013539,132000198.10013539 
 01/26  21:00:00,120740548.91732742,120740548.91732743 
 01/26  22:00:00,122547287.5019557,122547287.5019557 
 01/26  23:00:00,85134722.37354441,85134722.37354442 
 01/26  24:00:00,80131530.28038286,80131530.28038286 
 01/27  01:00:00,65597949.44438682,65597949.44438682 
 01/27  02:00:00,65407915.1537362,65407915.1537362 
 01/27  03:00:00,65407915.1537362,65407915.1537362 
 01/27  04:00:00,65407915.1537362,65407915.1537362 
 01/27  05:00:00,65407915.1537362,65407915.1537362 
 01/27  06:00:00,65407915.1537362,65407915.1537362 
 01/27  07:00:00,116390615.35652974,116390615.35652976 
 01/27  08:00:00,220118130.82177866,220118130.82177868 
 01/27  09:00:00,262606316.24619114,262606316.2461912 
 01/27  10:00:00,237264313.2952919,237264313.2952919 
 01/27  11:00:00,245299307.52634394,245299307.526344 
 01/27  12:00:00,262745674.50270578,262745674.50270575 
 01/27  13:00:00,264086732.57580957,264086732.57580957 
 01/27  14:00:00,278791386.2516464,278791386.2516464 
 01/27  15:00:00,270418194.1883869,270418194.1883869 
 01/27  16:00:00,266524890.70101333,266524890.70101333 
 01/27  17:00:00,273132131.75236046,273132131.7523605 
 01/27  18:00:00,217824825.793977,217824825.79397702 
 01/27  19:00:00,141159186.9987375,141159186.99873754 
 01/27  20:00:00,127269644.8159484,127269644.8159484 
 01/27  21:00:00,116538287.8104991,116538287.81049912 
 01/27  22:00:00,117143025.66292208,117143025.66292208 
 01/27  23:00:00,85134722.37354441,85134722.37354442 
 01/27  24:00:00,80131530.28038286,80131530.28038286 
 01/28  01:00:00,54347289.79607374,54347289.79607374 
 01/28  02:00:00,54157290.74955592,54157290.74955592 
 01/28  03:00:00,54157290.74955592,54157290.74955592 
 01/28  04:00:00,54157290.74955592,54157290.74955592 
 01/28  05:00:00,54157290.74955592,54157290.74955592 
 01/28  06:00:00,54157290.74955592,54157290.74955592 
 01/28  07:00:00,113568102.66911896,113568102.66911896 
 01/28  08:00:00,161933737.76716775,161933737.76716775 
 01/28  09:00:00,145440795.70191562,145440795.7019156 
 01/28  10:00:00,132737327.03499958,132737327.03499958 
 01/28  11:00:00,127383273.76468143,127383273.76468143 
 01/28  12:00:00,139027754.23866332,139027754.23866332 
 01/28  13:00:00,109776013.26595972,109776013.26595972 
 01/28  14:00:00,102901188.8030858,102901188.80308577 
 01/28  15:00:00,100363417.67165497,100363417.67165497 
 01/28  16:00:00,99990058.5698206,99990058.5698206 
 01/28  17:00:00,101571586.88810948,101571586.88810946 
 01/28  18:00:00,98440529.30248907,98440529.30248906 
 01/28  19:00:00,74637639.57987787,74637639.57987787 
 01/28  20:00:00,57110793.79607374,57110793.79607375 
 01/28  21:00:00,56920794.74955592,56920794.74955593 
 01/28  22:00:00,56920794.74955592,56920794.74955593 
 01/28  23:00:00,56920794.74955592,56920794.74955593 
 01/28  24:00:00,56920794.74955592,56920794.74955593 
 01/29  01:00:00,54157290.74955592,54157290.74955592 
 01/29  02:00:00,54157290.74955592,54157290.74955592 
 01/29  03:00:00,54157290.74955592,54157290.74955592 
 01/29  04:00:00,54157290.74955592,54157290.74955592 
 01/29  05:00:00,54157290.74955592,54157290.74955592 
 01/29  06:00:00,54157290.74955592,54157290.74955592 
 01/29  07:00:00,71035901.50655627,71035901.50655627 
 01/29  08:00:00,53823510.03525718,53823510.03525718 
 01/29  09:00:00,53106908.141708486,53106908.141708486 
 01/29  10:00:00,53100571.45300382,53100571.45300382 
 01/29  11:00:00,53100571.45300382,53100571.45300382 
 01/29  12:00:00,53100571.45300382,53100571.45300382 
 01/29  13:00:00,55039981.39888142,55039981.39888142 
 01/29  14:00:00,68850858.90595381,68850858.9059538 
 01/29  15:00:00,53100571.45300382,53100571.45300382 
 01/29  16:00:00,53102662.88886805,53102662.88886805 
 01/29  17:00:00,53337175.33273845,53337175.33273845 
 01/29  18:00:00,71171696.47603036,71171696.47603036 
 01/29  19:00:00,65597289.79607374,65597289.79607374 
 01/29  20:00:00,56920794.74955592,56920794.74955593 
 01/29  21:00:00,56920794.74955592,56920794.74955593 
 01/29  22:00:00,56920794.74955592,56920794.74955593 
 01/29  23:00:00,56920794.74955592,56920794.74955593 
 01/29  24:00:00,56920794.74955592,56920794.74955593 
 01/30  01:00:00,65407915.1537362,65407915.1537362 
 01/30  02:00:00,65407915.1537362,65407915.1537362 
 01/30  03:00:00,65407915.1537362,65407915.1537362 
 01/30  04:00:00,65407915.1537362,65407915.1537362 
 01/30  05:00:00,65407915.1537362,65407915.1537362 
 01/30  06:00:00,65407915.1537362,65407915.1537362 
 01/30  07:00:00,155235845.7379781,155235845.73797813 
 01/30  08:00:00,273470969.12559664,273470969.1255966 
 01/30  09:00:00,276163944.67601097,276163944.6760111 
 01/30  10:00:00,237322069.21441564,237322069.21441564 
 01/30  11:00:00,242231831.97159836,242231831.97159833 
 01/30  12:00:00,261691768.2034405,261691768.20344052 
 01/30  13:00:00,264213510.5422786,264213510.5422786 
 01/30  14:00:00,283834076.5430006,283834076.54300064 
 01/30  15:00:00,273283790.18713003,273283790.18713003 
 01/30  16:00:00,267673335.4780679,267673335.47806787 
 01/30  17:00:00,271960911.1761354,271960911.1761355 
 01/30  18:00:00,211104527.88290146,211104527.8829015 
 01/30  19:00:00,142037765.65394908,142037765.65394905 
 01/30  20:00:00,129299568.21639696,129299568.21639693 
 01/30  21:00:00,120940773.10385579,120940773.10385579 
 01/30  22:00:00,123621556.1897083,123621556.18970832 
 01/30  23:00:00,85134722.37354441,85134722.37354442 
 01/30  24:00:00,80131530.28038286,80131530.28038286 
 01/31  01:00:00,65597949.44438682,65597949.44438682 
 01/31  02:00:00,65407915.1537362,65407915.1537362 
 01/31  03:00:00,65407915.1537362,65407915.1537362 
 01/31  04:00:00,65407915.1537362,65407915.1537362 
 01/31  05:00:00,65407915.1537362,65407915.1537362 
 01/31  06:00:00,65407915.1537362,65407915.1537362 
 01/31  07:00:00,127147426.30856149,127147426.3085615 
 01/31  08:00:00,244266685.15648007,244266685.15648007 
 01/31  09:00:00,271655465.9591049,271655465.95910496 
 01/31  10:00:00,240766467.74758837,240766467.7475884 
 01/31  11:00:00,245319181.42226285,245319181.42226285 
 01/31  12:00:00,258218802.5179381,258218802.51793814 
 01/31  13:00:00,262444726.683164,262444726.683164 
 01/31  14:00:00,281815204.31308705,281815204.3130871 
 01/31  15:00:00,276614376.73913896,276614376.73913896 
 01/31  16:00:00,268446219.9618732,268446219.96187323 
 01/31  17:00:00,271189612.5264621,271189612.5264621 
 01/31  18:00:00,211684431.66051334,211684431.66051337 
 01/31  19:00:00,144219893.82181466,144219893.82181466 
 01/31  20:00:00,133186749.37843114,133186749.37843114 
 01/31  21:00:00,122739968.15928924,122739968.15928926 
 01/31  22:00:00,124513027.90922314,124513027.90922317 
 01/31  23:00:00,85134722.37354441,85134722.37354442 
 01/31  24:00:00,80131530.28038286,80131530.28038286 
 02/01  01:00:00,65597949.44438682,65597949.44438682 
 02/01  02:00:00,65407915.1537362,65407915.1537362 
 02/01  03:00:00,65407915.1537362,65407915.1537362 
 02/01  04:00:00,65407915.1537362,65407915.1537362 
 02/01  05:00:00,65407915.1537362,65407915.1537362 
 02/01  06:00:00,65407915.1537362,65407915.1537362 
 02/01  07:00:00,119927124.47254846,119927124.47254846 
 02/01  08:00:00,231720641.174593,231720641.17459303 
 02/01  09:00:00,267684564.57981795,267684564.57981798 
 02/01  10:00:00,236711718.70338953,236711718.70338956 
 02/01  11:00:00,242177728.8892499,242177728.88924995 
 02/01  12:00:00,257415868.5993682,257415868.5993682 
 02/01  13:00:00,259434528.56353372,259434528.56353372 
 02/01  14:00:00,274892961.84104013,274892961.84104013 
 02/01  15:00:00,271800600.2700417,271800600.2700417 
 02/01  16:00:00,270523298.6266369,270523298.62663686 
 02/01  17:00:00,275353994.6940701,275353994.6940701 
 02/01  18:00:00,214938724.0081008,214938724.00810087 
 02/01  19:00:00,141546473.45578498,141546473.455785 
 02/01  20:00:00,128056351.97045559,128056351.97045559 
 02/01  21:00:00,116514742.5067139,116514742.50671388 
 02/01  22:00:00,119161559.29567729,119161559.2956773 
 02/01  23:00:00,85134722.37354441,85134722.37354442 
 02/01  24:00:00,80131530.28038286,80131530.28038286 
 02/02  01:00:00,65597949.44438682,65597949.44438682 
 02/02  02:00:00,65407915.1537362,65407915.1537362 
 02/02  03:00:00,65407915.1537362,65407915.1537362 
 02/02  04:00:00,65407915.1537362,65407915.1537362 
 02/02  05:00:00,65407915.1537362,65407915.1537362 
 02/02  06:00:00,65407915.1537362,65407915.1537362 
 02/02  07:00:00,120686893.26789746,120686893.26789749 
 02/02  08:00:00,226808290.43683502,226808290.4368351 
 02/02  09:00:00,264155023.94229048,264155023.94229057 
 02/02  10:00:00,243380053.65115315,243380053.65115315 
 02/02  11:00:00,254558001.17763218,254558001.1776322 
 02/02  12:00:00,271318212.7721196,271318212.7721196 
 02/02  13:00:00,272770508.70879245,272770508.7087925 
 02/02  14:00:00,293157455.5837136,293157455.5837136 
 02/02  15:00:00,291010962.1328987,291010962.13289875 
 02/02  16:00:00,289004526.68691146,289004526.68691146 
 02/02  17:00:00,288970378.4445906,288970378.4445906 
 02/02  18:00:00,217648470.70168006,217648470.70168015 
 02/02  19:00:00,150343155.84002998,150343155.84002998 
 02/02  20:00:00,137188067.63527438,137188067.63527438 
 02/02  21:00:00,122545962.56905451,122545962.56905451 
 02/02  22:00:00,118604794.24914344,118604794.24914342 
 02/02  23:00:00,85134722.37354441,85134722.37354442 
 02/02  24:00:00,80131530.28038286,80131530.28038286 
 02/03  01:00:00,65597949.44438682,65597949.44438682 
 02/03  02:00:00,65407915.1537362,65407915.1537362 
 02/03  03:00:00,65407915.1537362,65407915.1537362 
 02/03  04:00:00,65407915.1537362,65407915.1537362 
 02/03  05:00:00,65407915.1537362,65407915.1537362 
 02/03  06:00:00,65407915.1537362,65407915.1537362 
 02/03  07:00:00,104149888.82227755,104149888.82227755 
 02/03  08:00:00,193373428.55973873,193373428.5597387 
 02/03  09:00:00,259002577.9339206,259002577.93392068 
 02/03  10:00:00,245767434.74932402,245767434.74932405 
 02/03  11:00:00,253865585.5781003,253865585.5781003 
 02/03  12:00:00,270711416.0141083,270711416.01410836 
 02/03  13:00:00,271063777.307577,271063777.30757695 
 02/03  14:00:00,287779432.2928647,287779432.2928647 
 02/03  15:00:00,284861439.6917133,284861439.6917133 
 02/03  16:00:00,284040040.55221355,284040040.55221355 
 02/03  17:00:00,289087654.14974356,289087654.1497436 
 02/03  18:00:00,220025347.92280447,220025347.92280453 
 02/03  19:00:00,149443844.98521551,149443844.98521551 
 02/03  20:00:00,137815650.18311864,137815650.18311864 
 02/03  21:00:00,126877413.82034312,126877413.82034314 
 02/03  22:00:00,122872867.43008065,122872867.43008064 
 02/03  23:00:00,85134722.37354441,85134722.37354442 
 02/03  24:00:00,80131530.28038286,80131530.28038286 
 02/04  01:00:00,54347289.79607374,54347289.79607374 
 02/04  02:00:00,54157290.74955592,54157290.74955592 
 02/04  03:00:00,54157290.74955592,54157290.74955592 
 02/04  04:00:00,54157290.74955592,54157290.74955592 
 02/04  05:00:00,54157290.74955592,54157290.74955592 
 02/04  06:00:00,54157290.74955592,54157290.74955592 
 02/04  07:00:00,109860584.28361218,109860584.28361219 
 02/04  08:00:00,119812881.4963153,119812881.49631533 
 02/04  09:00:00,140278485.8473616,140278485.8473616 
 02/04  10:00:00,140952044.47772408,140952044.47772405 
 02/04  11:00:00,136994294.4837708,136994294.4837708 
